operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6240043,-58.5648447",170000,USD,2577608,170000,360,220,472.2222222,772.7272727,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,"-34.452448,-58.871098",48000,USD,727795.2,48000,,47,,1021.276596,,3,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5092221,-58.5181181",165000,USD,2501796,165000,0,116,,1422.413793,1,,
sell,store,|Argentina|Capital Federal|Palermo|,"-34.5627253,-58.4422891",160000,USD,2425984,160000,42,42,3809.52381,3809.52381,,2,580
sell,PH,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|,"-34.6993233,-58.4087867",73000,USD,1106855.2,73000,120,55,608.3333333,1327.272727,,3,1
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.447618,-58.760977",105000,USD,1592052,105000,,106,,990.5660377,,2,
sell,apartment,|Argentina|Capital Federal|San Telmo|,"-34.6206226,-58.3684327",118000,USD,1789163.2,118000,65,62,1815.384615,1903.225806,,2,1900
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|,"-34.9244301,-57.9826055",50000,USD,758120,50000,45,,1111.111111,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5075385,-58.514155",290000,USD,4397096,290000,155,155,1870.967742,1870.967742,,5,1
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.401146355,-58.6653304888",510000,USD,7732824,510000,601,256,848.5856905,1992.1875,,5,
sell,apartment,|Argentina|Capital Federal|Boca|,"-34.6285441,-58.3599534",98000,USD,1485915.2,98000,46,40,2130.434783,2450,,2,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.715715,-58.260945",85000,USD,1288804,85000,,45,,1888.888889,2,2,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Loma Hermosa|,"-34.55853561,-58.6138629913",60000,USD,909744,60000,,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,2687765,ARS,2680305.05,176773.14,77,47,2295.755065,57186.48936,2,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,"-34.7416033324,-58.3880198484",63000,USD,955231.2,63000,32,32,1968.75,1968.75,2,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Islas|,,65000,USD,985556,65000,5400,70,12.03703704,928.5714286,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,107000,USD,1622376.8,107000,,43,,2488.372093,,1,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6450597,-58.5754163",68000,USD,1031043.2,68000,35,35,1942.857143,1942.857143,2,,550
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Merlo|San Antonio De Padua|,,280000,USD,4245472,280000,,268,,1044.776119,,4,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,75000,USD,1137180,75000,,30,,2500,,1,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,320000,USD,4851968,320000,850,300,376.4705882,1066.666667,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5433847851,-58.5527917327",80000,USD,1212992,80000,52,44,1538.461538,1818.181818,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|,"-34.8102181797,-58.1720066071",,,,,117,97,,,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.41762936,-58.64575531",97000,USD,1470752.8,97000,40,40,2425,2425,,2,
sell,apartment,|Argentina|Capital Federal|Boedo|,"-34.6210893,-58.418407",130000,USD,1971112,130000,73,73,1780.821918,1780.821918,2,3,1600
sell,apartment,|Argentina|Capital Federal|Colegiales|,"-34.5832669927,-58.4445015453",130000,USD,1971112,130000,0,42,,3095.238095,2,,
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5731301,-58.48629",285000,USD,4321284,285000,200,150,1425,1900,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Burzaco|,"-34.8313349074,-58.3941105352",280000,USD,4245472,280000,650,300,430.7692308,933.3333333,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Ezeiza|,"-34.7468333063,-58.5242955349",,,,,300,300,,,,,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5399077488,-58.567974826",75000,USD,1137180,75000,,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.455905,-58.908329",200000,USD,3032480,200000,150,150,1333.333333,1333.333333,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús Este|,,350000,USD,5306840,350000,300,250,1166.666667,1400,,4,
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.584164,-58.422439",177000,USD,2683744.8,177000,,80,,2212.5,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4284257,-58.5734184",132000,USD,2001436.8,132000,50,45,2640,2933.333333,5,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Ciudad Jardín Lomas del Palomar|,"-34.59758,-58.5905762",,,,,,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.387788,-58.683976",95000,USD,1440428,95000,,80,,1187.5,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.426729,-58.570472",930000,USD,14101032,930000,1252,340,742.8115016,2735.294118,,5,
sell,apartment,|Argentina|Capital Federal|Colegiales|,"-34.5813995,-58.4493192",225000,USD,3411540,225000,78,54,2884.615385,4166.666667,5,3,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Sur|Avellaneda|Wilde|,"-34.69894,-58.311641",315000,USD,4776156,315000,,260,,1211.538462,,4,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Loma Verde|,"-35.27803,-58.406631",185000,USD,2805044,185000,200,200,925,925,,,
sell,apartment,|Argentina|Capital Federal|Abasto|,"-34.6035545017,-58.4181036625",245000,USD,3714788,245000,,98,,2500,507,4,
sell,apartment,|Argentina|Capital Federal|Abasto|,,,,,,,,,,,,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|City Bell|,"-34.867984,-58.033637",,,,,,,,,,4,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,,,,,,74,,,,3,
sell,PH,|Argentina|Capital Federal|Mataderos|,"-34.663746,-58.480954",119900,USD,1817971.76,119900,,20,,5995,,4,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Morón|,"-34.653899,-58.6118571",170000,USD,2577608,170000,,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|,,77400,USD,1173569.76,77400,36,36,2150,2150,1,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,,105000,USD,1592052,105000,,,,,,,
sell,apartment,|Argentina|Capital Federal|Once|,"-34.6033089,-58.3971897",94000,USD,1425265.6,94000,69,55,1362.318841,1709.090909,1,3,1500
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5982393,-58.4250113",418000,USD,6337883.2,418000,35,32,11942.85714,13062.5,,1,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4284257,-58.5734184",127000,USD,1925624.8,127000,0,55,,2309.090909,2,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Ciudadela|,,135000,USD,2046924,135000,154,160,876.6233766,843.75,,4,
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5708449,-58.440518",152000,USD,2304684.8,152000,46,46,3304.347826,3304.347826,2,3,2000
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,,85000,USD,1288804,85000,384,60,221.3541667,1416.666667,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Muñiz|,"-34.5516081314,-58.6999940872",55000,USD,833932,55000,,45,,1222.222222,,,
sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.5546708,-58.4673571",196000,USD,2971830.4,196000,,55,,3563.636364,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.5886841,-58.5488544",265000,USD,4018036,265000,200,200,1325,1325,,4,
sell,house,|Argentina|Capital Federal|Belgrano|,"-34.5658945,-58.4464331",1250000,USD,18953000,1250000,250,250,5000,5000,,5,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,790000,USD,11978296,790000,0,400,,1975,,7,4500
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5614675664,-58.4674706534",142000,USD,2153060.8,142000,56,53,2535.714286,2679.245283,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|La Tablada|,"-34.6946094755,-58.5349292145",190000,USD,2880856,190000,200,120,950,1583.333333,,4,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,"-34.6630239654,-58.5935502006",,,,,,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.4588005,-58.9174361",62608,USD,949287.53,62608,41,35,1527.02439,1788.8,,1,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.447361,-58.631426",980000,USD,14859152,980000,1000,500,980,1960,,4,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|Barrio Los Alisos|,"-34.4008522,-58.67071533",540000,USD,8187696,540000,,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Muñiz|,"-34.5475708,-58.7029062",46000,USD,697470.4,46000,,,,,,,
sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.6222103,-58.4043385",1146000,ARS,1142819.19,75371.92,32,28,2355.3725,40928.57143,,1,
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5956821,-58.3857451",345000,USD,5231028,345000,156,132,2211.538462,2613.636364,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Delta|,"-34.37973,-58.57413",99000,USD,1501077.6,99000,4318,100,22.92728115,990,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.7291086,-58.2538835",,,,,45,45,,,,,650
sell,apartment,|Argentina|Capital Federal|Centro / Microcentro|,"-34.613487,-58.3775329",78000,USD,1182667.2,78000,32,,2437.5,,7,2,915
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,160000,USD,2425984,160000,40,60,4000,2666.666667,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.6792717,-58.66952133",100000,USD,1516240,100000,,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,200000,USD,3032480,200000,0,76,,2631.578947,,,
sell,apartment,|Argentina|Capital Federal|San Telmo|,"-34.6264359,-58.3767255",120000,USD,1819488,120000,75,67,1600,1791.044776,,4,3500
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.65397644,-58.64339447",75000,USD,1137180,75000,,,,,,,
sell,apartment,|Argentina|Capital Federal|Paternal|,"-34.5958969,-58.4715637",141780,USD,2149725.07,141780,70,52,2025.428571,2726.538462,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,"-34.5478549,-58.5710386",,,,,40,33,,,3,2,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5118434,-58.4797926",750000,USD,11371800,750000,0,500,,1500,,,
sell,apartment,|Argentina|Capital Federal|Boca|,"-34.6380562,-58.3628343",185000,USD,2805044,185000,175,175,1057.142857,1057.142857,,4,2500
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Hurlingham|,"-34.5946617,-58.6266174",,,,,220,,,,,,
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.633333,-58.466667",185000,USD,2805044,185000,92,79,2010.869565,2341.772152,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,"-34.548188,-58.55685",124000,USD,1880137.6,124000,,62,,2000,6,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.455905,-58.908329",140000,USD,2122736,140000,75,75,1866.666667,1866.666667,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|Barrio Las Glorietas|,"-34.41585922,-58.66786194",450000,USD,6823080,450000,,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Beccar|,"-34.4720887,-58.5555368",185000,USD,2805044,185000,130,65,1423.076923,2846.153846,2,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Villa Ariza|,"-34.64373779,-58.67741013",110000,USD,1667864,110000,,,,,,,
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.566505,-58.450619",105000,USD,1592052,105000,38,38,2763.157895,2763.157895,,2,2000
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6436012,-58.5609816",67000,USD,1015880.8,67000,33,30,2030.30303,2233.333333,3,1,400
sell,PH,|Argentina|Capital Federal|Liniers|,"-34.646629,-58.5116807",75000,USD,1137180,75000,44,37,1704.545455,2027.027027,2,2,500
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.570884,-58.4886936",1534516,ARS,1530256.88,100924.45,35,32,2883.555714,47953.625,,1,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.613899,-58.560026",119000,USD,1804325.6,119000,,160,,743.75,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|General Pacheco|,"-34.459803,-58.640453",320000,USD,4851968,320000,,340,,941.1764706,,5,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|,"-34.577168,-58.538654",480000,USD,7277952,480000,900,100,533.3333333,4800,,2,
sell,store,|Argentina|Capital Federal|Palermo|,,,,,,,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,"-34.5376172,-58.559961",200000,USD,3032480,200000,130,100,1538.461538,2000,,4,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6300931,-58.7103857",65000,USD,985556,65000,,,,,,3,
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5815898,-58.4211049",295000,USD,4472908,295000,137,0,2153.284672,,,4,4500
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Parque Leloir|,,,,,,,,,,,,
sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5893050405,-58.4092220489",279000,USD,4230309.6,279000,97,90,2876.28866,3100,,3,2166
sell,apartment,|Argentina|Capital Federal|Villa Devoto|,"-34.608668,-58.521697",104999,USD,1592036.83,104999,,62,,1693.532258,4,2,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5064178,-58.4820855",215000,USD,3259916,215000,75,65,2866.666667,3307.692308,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Delta|,,227083,USD,3443123.27,227083,,77,,2949.12987,9,,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6498589,-58.5567558",80000,USD,1212992,80000,60,50,1333.333333,1600,,3,
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6000876,-58.4195682",76000,USD,1152342.4,76000,32,32,2375,2375,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|,"-34.6258328,-58.8398034",275000,USD,4169660,275000,100,100,2750,2750,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4284257,-58.5734184",126000,USD,1910462.4,126000,0,55,,2290.909091,1,,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,93000,USD,1410103.2,93000,135,120,688.8888889,775,,4,
sell,PH,|Argentina|Capital Federal|Monte Castro|,"-34.6259794,-58.4987304",120000,USD,1819488,120000,67,52,1791.044776,2307.692308,,3,
sell,apartment,|Argentina|Capital Federal|Parque Patricios|,"-34.637701,-58.4002165",75000,USD,1137180,75000,52,30,1442.307692,2500,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.5305834,-58.5049889",295000,USD,4472908,295000,210,260,1404.761905,1134.615385,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4110448,-58.5882869",319999,USD,4851952.83,319999,340,380,941.1735294,842.1026316,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.508001,-58.492605",320000,USD,4851968,320000,,140,,2285.714286,7,4,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5230796,-58.4842074",136000,USD,2062086.4,136000,63,63,2158.730159,2158.730159,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4660998,-58.6654251",190000,USD,2880856,190000,87,75,2183.908046,2533.333333,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,,193000,USD,2926343.2,193000,0,210,,919.047619,,5,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,245000,USD,3714788,245000,750,170,326.6666667,1441.176471,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,,80000,USD,1212992,80000,300,80,266.6666667,1000,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.655942,-58.5445445",70000,USD,1061368,70000,53,51,1320.754717,1372.54902,2,2,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,,430000,USD,6519832,430000,400,360,1075,1194.444444,,4,1000
sell,apartment,|Argentina|Capital Federal|Colegiales|,"-34.582036,-58.451877",115000,USD,1743676,115000,,32,,3593.75,,1,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Merlo|San Antonio De Padua|,"-34.66950226,-58.69421005",250000,USD,3790600,250000,250,250,1000,1000,,4,1
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Carapachay|,"-34.5239214598,-58.5381073974",145000,USD,2198548,145000,150,70,966.6666667,2071.428571,,3,
sell,PH,|Argentina|Capital Federal|Floresta|,"-34.627723,-58.485771",188000,USD,2850531.2,188000,,120,,1566.666667,,5,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6396074,-58.5771392",46000,USD,697470.4,46000,44,32,1045.454545,1437.5,,,
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5947726212,-58.3885960826",1300000,USD,19711120,1300000,447,370,2908.277405,3513.513514,8,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,,450000,USD,6823080,450000,600,253,750,1778.656126,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.92424439,-57.9509146442",150000,USD,2274360,150000,80,80,1875,1875,,3,700
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|,"-34.717331,-58.286222",,,,,,,,,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.4249581,-58.5760769",125000,USD,1895300,125000,48,48,2604.166667,2604.166667,4,,2000
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.601351,-58.396668",90000,USD,1364616,90000,,31,,2903.225806,,,
sell,apartment,|Argentina|Capital Federal|Villa Ortuzar|,"-34.5847735597,-58.464535557",69000,USD,1046205.6,69000,,,,,,,
sell,apartment,|Argentina|Capital Federal|Mataderos|,"-34.6571266,-58.5115556",,,,,200,160,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|,"-34.6178627,-58.769825",100000,USD,1516240,100000,,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|General Pacheco|,,168000,USD,2547283.2,168000,110,50,1527.272727,3360,,2,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|,"-34.7679506022,-58.5864513586",800000,ARS,797779.53,52615.65,,,,,,,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.556683,-58.5414754",95000,USD,1440428,95000,,,,,,,
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.613199,-58.44123",275700,USD,4180273.68,275700,,,,,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,75000,USD,1137180,75000,,50,,1500,,2,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Morón|,"-34.6452939,-58.6210053",58000,USD,879419.2,58000,30,30,1933.333333,1933.333333,,1,
sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.6402929,-58.5110887",160000,USD,2425984,160000,,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|San Miguel|,"-34.5392154,-58.6927393",930000,ARS,927418.65,61165.69,0,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6468421,-58.6289426",,,,,240,180,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,350000,USD,5306840,350000,465,191,752.688172,1832.460733,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.4448262,-58.5386772",520000,USD,7884448,520000,450,300,1155.555556,1733.333333,,,
sell,apartment,|Argentina|Capital Federal|Retiro|,,,,,,855,0,,,,8,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Barrio Privado Villa Olivos|,"-34.443973,-58.728619",380000,USD,5761712,380000,,298,,1275.167785,,4,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,"-34.4434909,-58.550363",210000,USD,3184104,210000,0,0,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,,,,,,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Lomas del Mirador|,"-34.6653876889,-58.5393190384",140000,USD,2122736,140000,250,150,560,933.3333333,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,"-34.6369019,-58.599411",180000,USD,2729232,180000,,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.609193,-58.575926",138000,USD,2092411.2,138000,,149,,926.1744966,,4,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|José C Paz|,"-34.5285417,-58.7401217",120000,USD,1819488,120000,300,180,400,666.6666667,,,
sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.557199,-58.480847",125000,USD,1895300,125000,51,46,2450.980392,2717.391304,,2,2500
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6359432313,-58.6262762547",60000,USD,909744,60000,,,,,,,
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5635744,-58.4449321",840000,USD,12736416,840000,232,210,3620.689655,4000,,5,12000
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.717229,-58.2520112",,,,,316,262,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.636427,-58.6539593",100000,USD,1516240,100000,50,50,2000,2000,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Burzaco|,"-34.8228642,-58.3898155",220000,USD,3335728,220000,285,130,771.9298246,1692.307692,,,
sell,apartment,|Argentina|Capital Federal|Barracas|,"-34.6321116,-58.3703982",1284000,ARS,1280436.17,84448.12,48,42,1759.335833,30571.42857,,1,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,,,,,,42,,,,2,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6641318,-58.562661",185000,USD,2805044,185000,221,160,837.1040724,1156.25,,4,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida|,"-34.5202,-58.4853",110000,USD,1667864,110000,0,40,,2750,,2,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Club de Campo Pueyrredón|,"-34.44155,-58.857457",360000,USD,5458464,360000,262,262,1374.045802,1374.045802,,,
