operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,149000,USD,2259197.6,149000,,48,,3104.166667,,2,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.465379,-58.510379",420000,USD,6368208,420000,316,204,1329.113924,2058.823529,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Beccar|,"-34.4571206,-58.5336589",1469883,ARS,1465803.33,96673.57,53,50,1824.029623,29397.66,3,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,90000,USD,1364616,90000,37,37,2432.432432,2432.432432,,,
sell,apartment,|Argentina|Capital Federal|Monserrat|,"-34.610111,-58.372127",280000,USD,4245472,280000,143,143,1958.041958,1958.041958,,6,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Hurlingham|,"-34.608822048,-58.6247420311",85000,USD,1288804,85000,,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|,,80000,USD,1212992,80000,2700,60,29.62962963,1333.333333,,3,
sell,house,"|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Barrio Cerrado ""La Delfina""|","-34.455530115,-58.8676664745",370000,USD,5610088,370000,300,300,1233.333333,1233.333333,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.5062208,-58.5196548",120000,USD,1819488,120000,74,70,1621.621622,1714.285714,5,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.602195,-58.5657279",120000,USD,1819488,120000,91,69,1318.681319,1739.130435,,4,
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5868037398,-58.4149373391",169000,USD,2562445.6,169000,90,70,1877.777778,2414.285714,,,
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6105529,-58.4117165",67500,USD,1023462,67500,36,36,1875,1875,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5112577,-58.4922975",180000,USD,2729232,180000,88,84,2045.454545,2142.857143,6,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,100000,USD,1516240,100000,,36,,2777.777778,,2,
sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.6214652,-58.4045115",1395500,ARS,1391626.75,91781.43,37,32,2480.579189,43609.375,5,1,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,,550000,USD,8339320,550000,480,480,1145.833333,1145.833333,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,"-34.3752825,-58.8706137",120000,USD,1819488,120000,150,143,800,839.1608392,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,,300000,USD,4548720,300000,220,220,1363.636364,1363.636364,,,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|,"-34.762001,-58.2112961",,,,,,,,,,2,
sell,store,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6358839,-58.6731877",,,,,0,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.45372391,-58.62492371",279000,USD,4230309.6,279000,,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,"-34.6718398984,-58.5498387968",76500,USD,1159923.6,76500,84,42,910.7142857,1821.428571,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Maschwitz|,"-34.4011325572,-58.7325654056",700000,USD,10613680,700000,338,266,2071.005917,2631.578947,,4,
sell,house,|Argentina|Capital Federal|Retiro|,"-34.5946436,-58.3790326",2900000,USD,43970960,2900000,0,1300,,2230.769231,,5,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Garín|,"-34.418019551,-58.7300262492",100000,USD,1516240,100000,269,80,371.7472119,1250,,,
sell,PH,|Argentina|Capital Federal|Belgrano|,"-34.5559928,-58.4560339",87500,USD,1326710,87500,37,33,2364.864865,2651.515152,6,1,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5218683,-58.4721655",170000,USD,2577608,170000,70,62,2428.571429,2741.935484,1,,
sell,store,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.483767,-58.489209",7500000,USD,113718000,7500000,,20,,375000,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,"-34.577168,-58.538654",23000,USD,348735.2,23000,,,,,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|San Isidro|,"-34.4672694241,-58.5066916629",2200000,USD,33357280,2200000,700,700,3142.857143,3142.857143,,,
sell,apartment,|Argentina|Capital Federal|Villa Pueyrredón|,"-34.5818853,-58.495122",80000,USD,1212992,80000,53,45,1509.433962,1777.777778,,,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.906733,-57.95037",70000,USD,1061368,70000,,73,,958.9041096,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,"-34.392108,-58.729005",110000,USD,1667864,110000,,86,,1279.069767,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,,115000,USD,1743676,115000,,86,,1337.209302,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.4831676,-58.4850233",2150000,USD,32599160,2150000,1707,610,1259.519625,3524.590164,,,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.637146,-58.69875336",85000,USD,1288804,85000,,,,,,,
sell,apartment,|Argentina|Capital Federal|Parque Chacabuco|,,,,,,48,39,,,1,2,750
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.4465229,-58.6338743",550000,USD,8339320,550000,294,294,1870.748299,1870.748299,,1,
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6123648,-58.4245924",75000,USD,1137180,75000,40,40,1875,1875,,2,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.9145393,-57.9387055",,,,,62,58,,,2,,
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.60801,-58.414779",81000,USD,1228154.4,81000,,42,,1928.571429,4,2,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,,,,,,180,,,,4,
sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.5482144,-58.4570902",970000,USD,14707528,970000,180,172,5388.888889,5639.534884,,,
sell,house,|Argentina|Capital Federal|Floresta|,"-34.5996696,-58.5106788",150000,USD,2274360,150000,1053,145,142.4501425,1034.482759,,4,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6585286646,-58.6985141351",85000,USD,1288804,85000,90,70,944.4444444,1214.285714,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|Paso del Rey|,"-34.63401031,-58.79138184",45000,USD,682308,45000,,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,"-34.3715473,-58.679452",135000,USD,2046924,135000,300,106,450,1273.584906,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|City Bell|,"-34.906311,-58.069696",,,,,,,,,,5,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.618557,-58.5647528",,,,,226,116,,,1,4,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,115000,USD,1743676,115000,,45,,2555.555556,,2,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.6036844,-58.3815591",130000,USD,1971112,130000,635,,204.7244094,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5489004044,-58.5754020847",,,,,,115,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.6582876,-58.5038561",350000,USD,5306840,350000,1120,270,312.5,1296.296296,,,
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5582269,-58.4583569",105000,USD,1592052,105000,35,33,3000,3181.818182,,1,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.50862,-58.94176",357000,USD,5412976.8,357000,221,221,1615.384615,1615.384615,,,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida|,"-34.5263491649,-58.4871888948",180000,USD,2729232,180000,78,78,2307.692308,2307.692308,,4,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|Barrio Los Castores|,"-34.401977,-58.670427",465000,USD,7050516,465000,,245,,1897.959184,,5,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,245000,USD,3714788,245000,98,82,2500,2987.804878,,3,
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6116779,-58.4302251",450000,USD,6823080,450000,330,255,1363.636364,1764.705882,,6,5700
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,300000,USD,4548720,300000,1060,175,283.0188679,1714.285714,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.9141370653,-57.9597328609",,,,,259,192,,,13,4,
sell,PH,|Argentina|Capital Federal|Boca|,"-34.6317693,-58.3574946",60000,USD,909744,60000,52,43,1153.846154,1395.348837,,2,500
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Hurlingham|,"-34.5904414822,-58.6243851445",150000,USD,2274360,150000,377,200,397.8779841,750,,,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6635437,-58.601813",72000,USD,1091692.8,72000,58,48,1241.37931,1500,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,145000,USD,2198548,145000,100,123,1450,1178.861789,,3,
sell,store,|Argentina|Capital Federal|Palermo|,"-34.5627253,-58.4422891",160000,USD,2425984,160000,42,42,3809.52381,3809.52381,,2,580
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.4496439,-58.5289176",475000,USD,7202140,475000,505,300,940.5940594,1583.333333,,,
sell,store,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6426481,-58.5652957",,,,,,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Vicente López|,"-34.5320678,-58.4705933",650000,USD,9855560,650000,508,360,1279.527559,1805.555556,,6,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,85000,USD,1288804,85000,,40,,2125,,2,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Longchamps|,"-34.8421058,-58.3580671",900000,ARS,897502.02,59192.61,140,140,422.8043571,6428.571429,,,
sell,apartment,|Argentina|Capital Federal|Monte Castro|,"-34.616431,-58.500434",130000,USD,1971112,130000,,70,,1857.142857,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Florencio Varela|Bosques|,"-34.811742,-58.229206",63000,USD,955231.2,63000,,20,,3150,,3,
sell,PH,|Argentina|Capital Federal|Parque Chacabuco|,"-34.639544,-58.4325537",84000,USD,1273641.6,84000,43,40,1953.488372,2100,,,
sell,apartment,|Argentina|Capital Federal|Barracas|,,95000,USD,1440428,95000,72,71,1319.444444,1338.028169,,3,
sell,PH,|Argentina|Capital Federal|Villa Devoto|,"-34.6127157,-58.5049914",80000,USD,1212992,80000,35,35,2285.714286,2285.714286,,2,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4421289,-58.5679054",280000,USD,4245472,280000,800,180,350,1555.555556,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.736481,-58.28717",72000,USD,1091692.8,72000,,79,,911.3924051,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Ezeiza|Ezeiza|,"-34.8489246,-58.5145718",65000,USD,985556,65000,55,0,1181.818182,,,3,1
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Temperley|,"-34.7725835,-58.3688256",150000,USD,2274360,150000,,,,,,4,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|,,225000,USD,3411540,225000,170,115,1323.529412,1956.521739,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|,"-34.7633972,-58.3938909",77700,USD,1178118.48,77700,32,,2428.125,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,335000,USD,5079404,335000,850,210,394.1176471,1595.238095,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,320000,USD,4851968,320000,0,94,,3404.255319,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Parque Leloir|,"-34.6207397,-58.7062083",130000,USD,1971112,130000,505,205,257.4257426,634.1463415,,,
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.579968,-58.432235",183000,USD,2774719.2,183000,,64,,2859.375,7,2,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Talar del Lago 1|,"-34.4462516,-58.6439219",780000,USD,11826672,780000,280,280,2785.714286,2785.714286,,4,
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.5989208629,-58.4458254638",125000,USD,1895300,125000,52,45,2403.846154,2777.777778,2,,
sell,apartment,|Argentina|Capital Federal|Coghlan|,"-34.5636498,-58.4653792",162000,USD,2456308.8,162000,71,45,2281.690141,3600,,1,1800
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.4219091,-58.5796396",280736,USD,4256631.52,280736,103,98,2725.592233,2864.653061,,4,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,210000,USD,3184104,210000,103,75,2038.834951,2800,,,
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6002458,-58.4191068",180000,USD,2729232,180000,150,150,1200,1200,,,3352
sell,apartment,|Argentina|Capital Federal|Belgrano|,,,,,,,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,100000,USD,1516240,100000,,40,,2500,,2,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.5391878,-58.7196458",110000,USD,1667864,110000,397,,277.0780856,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,155000,USD,2350172,155000,88,105,1761.363636,1476.190476,,4,
sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.54483,-58.460162",450000,USD,6823080,450000,,142,,3169.014085,16,4,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Bermudas Country Club|,"-34.4112684,-58.8487325",70000,USD,1061368,70000,,45,,1555.555556,,1,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4811169,-58.5885441",,,,,,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|Paso del Rey|,"-34.6340099,-58.791382",120000,USD,1819488,120000,271,,442.804428,,,,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5313653,-58.4813568",200000,USD,3032480,200000,101,90,1980.19802,2222.222222,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,85000,USD,1288804,85000,30,40,2833.333333,2125,,2,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.475379,-58.521661",75000,USD,1137180,75000,,46,,1630.434783,,1,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.433301,-58.586118",179200,USD,2717102.08,179200,,253,,708.3003953,103,4,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,"-34.6585634,-58.583578",160000,USD,2425984,160000,530,160,301.8867925,1000,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.5399000078,-58.7134670254",50000,USD,758120,50000,,35,,1428.571429,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.912716,-57.948933",,,,,,,,,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5028,-58.4945",239000,USD,3623813.6,239000,81,81,2950.617284,2950.617284,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5091553,-58.4790341",142000,USD,2153060.8,142000,35,31,4057.142857,4580.645161,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,,289000,USD,4381933.6,289000,0,250,,1156,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Isidro Casanova|,,220000,USD,3335728,220000,,450,,488.8888889,,,
sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.6057005,-58.3779666",150000,USD,2274360,150000,50,,3000,,,,
sell,apartment,|Argentina|Capital Federal|Monserrat|,"-34.610826,-58.384776",96000,USD,1455590.4,96000,60,53,1600,1811.320755,,2,
sell,apartment,|Argentina|Capital Federal|Tribunales|,"-34.6052761,-58.3865454",340000,USD,5155216,340000,185,165,1837.837838,2060.606061,,4,4400
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.498937,-58.527553",195000,USD,2956668,195000,,87,,2241.37931,,3,
sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.5482144,-58.4570902",,,,,48,43,,,17,2,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.447671,-58.91957",300000,USD,4548720,300000,,164,,1829.268293,,4,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,221000,USD,3350890.4,221000,0,114,,1938.596491,,3,4500
sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.5361079,-58.4671889",109000,USD,1652701.6,109000,50,50,2180,2180,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.7244112,-58.2511118",,,,,70,70,,,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.4517336,-58.5460954",1600000,USD,24259840,1600000,1270,730,1259.84252,2191.780822,,,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5793233826,-58.6074474463",87000,USD,1319128.8,87000,200,,435,,,5,
sell,house,|Argentina|Capital Federal|Monserrat|,"-34.618608,-58.385843",635000,USD,9628124,635000,550,550,1154.545455,1154.545455,,6,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|San Isidro|,"-34.466266,-58.523612",145000,USD,2198548,145000,,75,,1933.333333,3,2,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Lomas de Zamora|,"-34.7663939,-58.4002752",73000,USD,1106855.2,73000,26,26,2807.692308,2807.692308,,1,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.4505372,-58.537493",178000,USD,2698907.2,178000,0,70,,2542.857143,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.475099,-58.5142193",188000,USD,2850531.2,188000,68,68,2764.705882,2764.705882,1,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,600000,USD,9097440,600000,310,600,1935.483871,1000,,5,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5064426,-58.4820767",257000,USD,3896736.8,257000,70,54,3671.428571,4759.259259,2,2,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4252806,-58.57046",152000,USD,2304684.8,152000,57,54,2666.666667,2814.814815,4,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,"-34.6550089,-58.5824462",68000,USD,1031043.2,68000,,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.4825743434,-58.5880050364",328302,USD,4977846.24,328302,95,79,3455.810526,4155.721519,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,,80000,USD,1212992,80000,0,114,,701.754386,,3,
sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.6187943,-58.3874589",122000,USD,1849812.8,122000,63,60,1936.507937,2033.333333,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,240000,USD,3638976,240000,,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,1550000,USD,23501720,1550000,1238,550,1252.019386,2818.181818,,,
sell,apartment,|Argentina|Capital Federal|Paternal|,"-34.60613,-58.4741353",120000,USD,1819488,120000,57,52,2105.263158,2307.692308,10,3,1700
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Ciudadela|,"-34.6418047,-58.5303479",45000,USD,682308,45000,35,32,1285.714286,1406.25,4,1,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5156459,-58.4943373",190000,USD,2880856,190000,71,71,2676.056338,2676.056338,4,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Beccar|,"-34.4577608,-58.5226011",1100000,USD,16678640,1100000,750,550,1466.666667,2000,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,90000,USD,1364616,90000,,39,,2307.692308,,2,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,106050,USD,1607972.52,106050,,46,,2305.434783,,2,
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5720808,-58.4825026",126800,USD,1922592.32,126800,52,49,2438.461538,2587.755102,,2,
sell,apartment,|Argentina|Capital Federal|Distrito de las Artes|,"-34.627625,-58.360648",2320000,ARS,2317768.13,152862.88,80,,1910.786,,,1,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,114750,USD,1739885.4,114750,,44,,2607.954545,,2,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,65000,USD,985556,65000,,55,,1181.818182,,2,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|,,,,,,56,,,,,,
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.5954806,-58.4410775",85500,USD,1296385.2,85500,55,,1554.545455,,,1,
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.570884,-58.488694",89000,USD,1349453.6,89000,,42,,2119.047619,1,2,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6319614,-58.6996147",80000,USD,1212992,80000,,,,,,,
sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5922014237,-58.3943299072",398000,USD,6034635.2,398000,135,128,2948.148148,3109.375,,4,6300
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|,"-34.6831836,-58.5027319",49900,USD,756603.76,49900,44,30,1134.090909,1663.333333,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Esteban Echeverría|Monte Grande|,"-34.814226124,-58.4760189056",250000,USD,3790600,250000,1500,250,166.6666667,1000,,5,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.38404,-58.703987",2770504,ARS,2762814.44,182214.85,98,98,1859.335204,28270.44898,,,
sell,apartment,|Argentina|Capital Federal|,,97000,USD,1470752.8,97000,,43,,2255.813953,,2,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida|,"-34.538,-58.5112",73000,USD,1106855.2,73000,0,56,,1303.571429,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,"-34.6380094,-58.584742",,,,,,,,,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,"-34.6562327,-58.5720849",230000,USD,3487352,230000,300,250,766.6666667,920,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6656083,-58.6011353",78500,USD,1190248.4,78500,,,,,,2,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,"-34.45558548,-58.90882874",55000,USD,833932,55000,,,,,,,
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.589548,-58.4193856",190729,USD,2891909.38,190729,74,67,2577.418919,2846.701493,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|El Palomar|,"-34.6098404,-58.5943985",90000,USD,1364616,90000,,75,,1200,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,"-34.4461424,-58.5403787",520000,USD,7884448,520000,450,300,1155.555556,1733.333333,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5411025895,-58.5770735818",100000,USD,1516240,100000,210,150,476.1904762,666.6666667,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|Berazategui|,"-34.782771,-58.151394",849000,USD,12872877.6,849000,580,580,1463.793103,1463.793103,,7,5500
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|,"-34.9297569829,-57.9525326199",,,,,0,235,,,,7,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|Barrio Las Glorietas|,"-34.416186,-58.668441",460000,USD,6974704,460000,,320,,1437.5,,6,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Isidro Casanova|,"-34.7862476,-58.6229664",80000,USD,1212992,80000,350,,228.5714286,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6051846,-58.5675323",122000,USD,1849812.8,122000,72,,1694.444444,,6,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4320312,-58.5873739",160000,USD,2425984,160000,0,0,,,9,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|,"-34.6036844,-58.3815591",335000,USD,5079404,335000,200,200,1675,1675,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.65192795,-58.66495895",90000,USD,1364616,90000,,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Tortuguitas|,,98000,USD,1485915.2,98000,,74,,1324.324324,,2,
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6014275,-58.4163254",95000,USD,1440428,95000,44,38,2159.090909,2500,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,"-34.569881,-58.5279714",120000,USD,1819488,120000,120,120,1000,1000,,3,
